,tweet,label
4974,branderzy,fake
4975,on,real
4976,a,fake
4977,35,real
4978,my,fake
4979,say,fake
4980,coronavirusupdate,real
4981,mask,fake
4982,airborne,fake
4983,rt,real
4984,the,fake
4985,the,real
4986,at,real
4987,our,real
4988,some,fake
4989,covid,real
4990,say,fake
4991,say,fake
4992,indiafightscorona,real
4993,as,real
4994,dr,fake
4995,stopthespreadofcorona,fake
4996,bill,fake
4997,test,real
4998,claim,fake
4999,news,fake
5000,our,real
5001,coronavirus,fake
5002,say,fake
5003,this,fake
5004,rt,real
5005,rt,real
5006,the,fake
5007,drink,fake
5008,not,fake
5009,be,fake
5010,this,fake
5011,indiafightscorona,real
5012,there,real
5013,florida,real
5014,president,fake
5015,pm,fake
5016,new,real
5017,the,real
5018,some,real
5019,the,fake
5020,a,fake
5021,president,fake
5022,cdc,real
5023,our,real
5024,israel,real
5025,corona,fake
5026,284,real
5027,late,real
5028,news,fake
5029,the,real
5030,rt,real
5031,coronavirus,real
5032,fda,real
5033,rt,real
5034,if,real
5035,as,real
5036,n95,fake
5037,there,fake
5038,video,fake
5039,protester,real
5040,I,fake
5041,the,fake
5042,a,fake
5043,alcohol,fake
5044,as,real
5045,as,real
5046,this,real
5047,indiafightscorona,real
5048,a,fake
5049,cheap,real
5050,american,fake
5051,image,fake
5052,influenza,fake
5053,james,fake
5054,everyone,fake
5055,coronavirus,fake
5056,look,real
5057,a,real
5058,saketgokhale,real
5059,mandilovell,real
5060,the,real
5061,the,real
5062,georgia,real
5063,america,fake
5064,while,fake
5065,recent,real
5066,drink,fake
5067,our,real
5068,as,real
5069,with,fake
5070,rightmove,real
5071,survey,real
5072,break,real
5073,an,fake
5074,icmr,real
5075,see,real
5076,thousand,fake
5077,kochi,fake
5078,coronavirus,fake
5079,indian,fake
5080,our,real
5081,the,real
5082,phase,fake
5083,say,fake
5084,mumbai,fake
5085,image,fake
5086,two,real
5087,take,fake
5088,a,fake
5089,rt,real
5090,rt,real
5091,the,real
5092,joe,fake
5093,hotel,fake
5094,sadly,real
5095,coronavirusupdates,real
5096,canada,fake
5097,yesterday,real
5098,today,real
5099,we,real
5100,it,fake
5101,congress,fake
5102,a,fake
5103,a,fake
5104,only,real
5105,study,real
5106,bitter,fake
5107,contact,real
5108,yesterday,real
5109,there,real
5110,a,fake
5111,as,real
5112,covid,real
5113,rt,real
5114,piabizlaw,real
5115,indiafightscorona,real
5116,a,fake
5117,say,fake
5118,it,real
5119,narvuntien,fake
5120,rt,real
5121,globuleak,fake
5122,the,fake
5123,headache,real
5124,swasthabharat,real
5125,who,real
5126,break,fake
5127,rt,fake
5128,twentytwo,real
5129,rt,real
5130,two,real
5131,trump,fake
5132,who,fake
5133,prime,fake
5134,aadajoli,fake
5135,manir,fake
